pubResumen,pubNumOficio,pubFechaPubli
Aplicación de la Ley sobre Impuesto a la Renta y de Impuesto a las Ventas y Servicios a las actividades desarrolladas por Gendarmería.,1281,06/05/2016 
"Alcances del trámite de visación que debe otorgar el Ministerio de Educación respecto de donaciones realizadas a las Universidades e Institutos Profesionales Estatales y/o Particulares, al tenor del artículo 69 de la Ley N°18.681.",1217,03/05/2016 
"Informa procedimiento para obtener exención del N° 4 del artículo 40, de la Ley sobre Impuesto a la Renta. ",1216,03/05/2016 
"Situación tributaria, en relación al Impuesto Adicional, de remuneraciones pagadas por el derecho de uso de un software estándar que permite la elaboración de encuestas.",1214,03/05/2016 
"Procedimiento para utilizar el crédito en contra del Impuesto de Primera Categoría (IDPC), por los desembolsos en Investigación y Desarrollo (I&D), establecido en Ley N° 20.241.",1213,03/05/2016 
Momento en que se materializa el retiro de utilidades cuando éste se realiza mediante el giro de cheques en favor del socio.,1212,03/05/2016 
"Aplicación de la franquicia tributaria establecida en el artículo 5° transitorio de la Ley N° 18.985, en relación con lo establecido por la Ley N° 20.780.",958,13/04/2016 
"Solicita la reconsideración del Oficio N° 1.268, del 11 de junio del 2013; y consulta sobre la aplicación del inciso 2°, del N° 3 del artículo 126 del Código Tributario para obtener la devolución del Impuesto Adicional en el caso que indica.",957,13/04/2016 
"	Solicita criterios en relación con beneficios tributarios establecidos en el DFL N° 2 de 1959, sobre Plan Habitacional.",946,13/04/2016 
Consulta sobre situación tributaria de becas de especialización médica.,874,06/04/2016 
"Tratamiento tributario de donaciones efectuadas a  asociación constituida al amparo del Título XXXIII, del Libro I, del Código Civil, inscrita como Receptora de Fondos Públicos, de acuerdo a la Ley N°19.862. ",873,06/04/2016 
"Efectos tributarios, en relación a la Ley sobre Impuesto a la Renta (LIR), de un contrato de mandato, por el cual se mandata a los socios de una sociedad de personas, para que por cuenta de un acreedor de la misma, perciban las utilidades sociales, acordadas como parte del pago del crédito adeudado.",872,06/04/2016 
"Deducción como gasto necesario para producir la renta, de los desembolsos que efectúe una empresa de servicios sanitarios domiciliarios, por concepto de primas de un seguro de responsabilidad civil.",871,06/04/2016 
Incentivos tributarios para empresas que se instalen en provincias grandes del país.,885,05/04/2016 
"Creación de incentivos tributarios para la investigación, conservación y administración de ADN bovino.",881,05/04/2016 
Nueva distribución impuesto específico a la minería.,880,05/04/2016 
"Modificaciones introducidas por les Leyes N° 20.780 y N° 20.899, en materia tributaria.",877,05/04/2016 
Efectos tributarios en Chile por el cambio de domicilio desde Holanda a España de una sociedad constituida en Holanda.,876,05/04/2016 
Solicitud de devolución de Impuesto Único de Segunda Categoría pagado en exceso.,847,04/04/2016 
"Situación tributaria de una beca de estudio otorgada a un trabajador para la realización de un Master en Administración de Negocios, en relación con la empresa que la paga. ",846,04/04/2016 
"Solicita reconsideración del Oficio N° 1.568 de 2011, y consulta sobre la constitución de un establecimiento permanente en la situación que expone.",827,01/04/2016 
"Tributación de los ingresos obtenidos por sociedad anónima por el arriendo de bienes raíces agrícolas y no agrícolas; aplicación del inciso 8° de la letra b), del N° 1, del Art. 20 de la Ley sobre Impuesto a la Renta (LIR).",826,01/04/2016 
"Forma de computar el plazo de cuatro años de ahorro neto positivo a partir del año 2017, respecto de inversiones efectuadas al amparo del artículo 57 bis de la Ley sobre Impuesto a la Renta.",402,12/02/2016 
Solicitud de exención del pago de impuestos que indica a favor de ONG.,243,28/01/2016 
Solicita beneficios tributarios que indica para la clase media. ,156,20/01/2016 
Solicita confirmar vigencia de las normas legales que indica.,153,20/01/2016 
"Normas a las que se debe sujetar la entidad que señala, para la deducción como gasto tributario de los castigos y provisiones de créditos.",86,13/01/2016 
"Aplicación de los artículos 41 A y 41G de la Ley sobre Impuesto a la Renta, al fondo de inversión que indica.",2716,26/12/2017 
"Solicitud de aclaración y reconsideración del Oficio Ord. N° 1076, de fecha 19 de mayo de 2017. (Tributación del artículo 107 de la LIR)",2715,26/12/2017 
Beneficios tributarios para empresas que capaciten a personas que se encuentren cumpliendo penas privativas de libertad.,2714,26/12/2017 
Tratamiento tributario de desembolsos incurridos en virtud de Convenios celebrados con Comunidades Indígenas y una Municipalidad. ,2660,19/12/2017 
"Tratamiento del subsidio pagado por el Estado de Chile a un concesionario por la construcción de una obra pública, en el caso en que tal subsidio excede del respectivo costo de construcción.",2659,19/12/2017 
"Tratamiento tributario del subsidio pagado por el Estado al concesionario como aporte a la construcción de una obra de uso público, cuando excede del costo de ésta.",2641,15/12/2017 
Solicita pronunciamiento sobre los efectos tributarios derivados del cumplimiento de la obligación subordinada de los bancos.,2639,15/12/2017 
Solicita confirmar criterios que indica sobre tributación aplicable a donaciones desde el exterior.,2638,15/12/2017 
"Tratamiento tributario del complemento de zona dispuesto en el artículo 5° transitorio de la Ley N°19.070, sobre Estatuto de los Profesionales de la Educación",2606,07/12/2017 
Tratamiento tributario del precio pagado por un tercero a un arrendatario por la cesión de sus derechos en un contrato de arriendo con opción de compra.,2605,07/12/2017 
Participaciones sociales y dividendos percibidos por un empresario individual acogido al régimen de imputación parcial de crédito.,2604,07/12/2017 
Situación tributaria de las ganancias de capital obtenidas en la enajenación de cuotas de Fondos Mutuos. ,2603,07/12/2017 
Consulta criterio acerca del responsable solidario del Impuesto Adicional del artículo 58 N° 3 de la LIR. ,2602,07/12/2017 
"Consulta sobre vigencia de exenciones tributarias contenidas en el artículo 49 de la Ley N° 16.391, que crea el Ministerio de Vivienda y Urbanismo.",2598,07/12/2017 
Solicita pronunciamiento sobre alcance del artículo 14 del decreto ley N° 1.604 de 1976.,2582,06/12/2017 
"Consulta si una persona natural en el caso que indica, constituye para efectos del artículo 17, N°8 de la LIR un contribuyente que determina IDPC sobre rentas efectivas. ",2541,29/11/2017 
"Inhibición de la facultad de tasación, en el aporte de acciones de una sociedad constituida en Chile.",2410,06/11/2017 
"Solicita confirmar la vigencia de las conclusiones del Oficio N° 2.946, del 2015, sobre el hecho gravado del literal ii), del inciso 3°, del artículo 21 de la LIR",2409,06/11/2017 
Facultad de tasación e Impuesto Adicional en fusiones de sociedades extranjeras. ,2408,06/11/2017 
"Aplicación de la Resolución Ex. N° 36, de 2011 de este Servicio, que establece un procedimiento simplificado para otorgar RUT y eximir de determinadas obligaciones a contribuyentes no domiciliados ni residentes en Chile.",2403,06/11/2017 
Aplicación del Impuesto Adicional a las cantidades pagadas por auspicios y patrocinios en el extranjero.,2402,06/11/2017 
"Efectos tributarios de una reorganización efectuada en el extranjero, de un grupo empresarial que tiene inversiones en Chile.",2401,06/11/2017 
"Solicita se confirme aplicación de criterios contenidos en Oficios N° 1985, de 2015, y N°s. 876 y 1385, de 2016, a una reestructuración empresarial efectuada en el exterior, en los términos que indica.",2400,06/11/2017 
"Rentas pasivas percibidas o devengadas en el ejercicio por entidades controladas en el exterior, a considerar para los fines de apreciar el límite de 2.400 Unidades de Fomento establecido en el N° 6, de la letra D.- del artículo 41 G, de la Ley sobre Impuesto a la Renta (LIR).",2399,06/11/2017 
"Aplicación de las normas del artículo 14 Ter A) de la Ley sobre Impuesto a la Renta (LIR), en el caso de los contribuyentes sujetos al régimen de Zona Franca, y tratamiento de ingresos no renta que establecen el Decreto Ley N° 889 de 1975 y el Decreto con Fuerza de Ley N° 15 de 1981.",2398,06/11/2017 
Solicitud de exención establecida en el artículo 40 N° 4 de la Ley sobre Impuesto a la Renta.,2396,06/11/2017 
Gastos necesarios efectuados por una fundación.,2357,26/10/2017 
Reembolso de gastos efectuados a una Fundación por mandantes ubicados dentro del territorio nacional. ,2356,26/10/2017 
"Cómputo del plazo establecido en el artículo 58 de la Ley N° 20.551, en el caso de una empresa minera que ha iniciado sus operaciones antes de la entrada en vigencia de dicha Ley. ",2355,26/10/2017 
Consulta sobre cuál es el valor de los vehículos automóviles a considerar en el cálculo del Capital Propio Tributario.,2354,26/10/2017 
Consulta sobre corrección monetaria de las monedas de oro canadienses denominadas “Canadian Maple Leaf Gold Coin”.,2353,26/10/2017 
"Tratamiento tributario de las cuotas periódicas entregadas por accionistas de una S.A. con el propósito de financiar su giro, respecto de la Ley sobre Impuesto a la Renta.",2352,26/10/2017 
Habitualidad en la permuta de bienes raíces o de derechos o cuotas respecto de tales bienes poseídos en comunidad.,2299,23/10/2017 
"Solicita pronunciamiento sobre materia de división de sociedades, luego de la reforma tributaria.",2230,16/10/2017 
"Tratamiento tributario de las cantidades pagadas desde Chile, a proveedores de contenido audiovisual, domiciliados o residentes en el extranjero.  ",2228,13/10/2017 
"Tratamiento tributario de las cantidades pagadas desde Chile, a proveedores de contenido audiovisual, domiciliados o residentes en el extranjero.",2227,13/10/2017 
Tributación de un nuevo retiro de excedentes de libre disposición por un pensionado que ejerció la opción establecida en el artículo 6° transitorio de la Ley N° 19.768.,2124,22/09/2017 
"Retención de Impuesto Único de Segunda Categoría en caso de desafiliación del sistema de Pensiones establecido en el D.L. N°3.500, efectuada en conformidad a la Ley N°18.225 – Posibilidad de reliquidación anual de Impuesto Único de Segunda Categoría, de conformidad con el artículo 47 de la LIR. ",2123,22/09/2017 
"Impuesto Sustitutivo al FUT del artículo 3° transitorio, numeral I.-, N°11 de la Ley N°20.780, complementado por el artículo 1° transitorio de la Ley N°20.899.",2108,22/09/2017 
"Se ha recibido en esta Dirección Nacional, su presentación indicada en el antecedente, mediante la cual solicita se confirme si la exención de Impuesto de Primera Categoría establecida en el artículo 39 N° 3 de la Ley sobre Impuesto a la Renta (LIR), es aplicable a un empresario individual para todos los efectos tributarios.",2107,22/09/2017 
